train_accuracy,train_loss,val_accuracy,val_loss,name
0.6531531810760498,97.67295837402344,0.8303571343421936,3.7147271633148193,"512_[512, 256, 128]_0.05_Adam_0.1_0"
0.6471909880638123,1078.8316650390625,0.8018018007278442,0.5177786946296692,"512_[512, 256, 128]_0.05_Adam_0.1_1"
0.8584269881248474,0.37178725004196167,0.8828828930854797,0.3450731039047241,"512_[512, 256, 128]_0.05_Adam_0.1_2"
0.8426966071128845,0.4823770225048065,0.9279279112815857,0.30944347381591797,"512_[512, 256, 128]_0.05_Adam_0.1_3"
0.7235954999923706,17.212114334106445,0.8018018007278442,0.5083006024360657,"512_[512, 256, 128]_0.05_Adam_0.1_4"
0.8828828930854797,0.33105871081352234,0.875,0.3588421046733856,"512_[512, 256, 128]_0.1_Adam_0.1_0"
0.7977527976036072,0.8635132312774658,0.8198198080062866,0.4944900572299957,"512_[512, 256, 128]_0.1_Adam_0.1_1"
0.6382022500038147,113.58446502685547,0.8018018007278442,0.47250956296920776,"512_[512, 256, 128]_0.1_Adam_0.1_2"
0.6876404285430908,41.5938720703125,0.8558558821678162,0.4046214818954468,"512_[512, 256, 128]_0.1_Adam_0.1_3"
0.6898876428604126,108.37915802001953,0.8018018007278442,0.5939986705780029,"512_[512, 256, 128]_0.1_Adam_0.1_4"
0.837837815284729,0.4444512724876404,0.8839285969734192,0.38826823234558105,"512_[512, 256, 128]_0.15000000000000002_Adam_0.1_0"
0.8606741428375244,0.3894146978855133,0.8828828930854797,0.35748291015625,"512_[512, 256, 128]_0.15000000000000002_Adam_0.1_1"
0.683146059513092,113.24090576171875,0.8018018007278442,1.0266989469528198,"512_[512, 256, 128]_0.15000000000000002_Adam_0.1_2"
0.7393258213996887,20.667522430419922,0.8018018007278442,0.5320784449577332,"512_[512, 256, 128]_0.15000000000000002_Adam_0.1_3"
0.7235954999923706,89.96012878417969,0.8018018007278442,15.342705726623535,"512_[512, 256, 128]_0.15000000000000002_Adam_0.1_4"
0.7004504799842834,94.26241302490234,0.8035714030265808,0.5108026266098022,"512_[512, 256, 128]_0.2_Adam_0.1_0"
0.683146059513092,112.94744873046875,0.8018018007278442,0.7203627824783325,"512_[512, 256, 128]_0.2_Adam_0.1_1"
0.6426966190338135,190.08688354492188,0.8018018007278442,0.6219501495361328,"512_[512, 256, 128]_0.2_Adam_0.1_2"
0.6696628928184509,43.69905471801758,0.8018018007278442,0.5267741680145264,"512_[512, 256, 128]_0.2_Adam_0.1_3"
0.8629213571548462,0.37420937418937683,0.8828828930854797,0.38412439823150635,"512_[512, 256, 128]_0.2_Adam_0.1_4"
0.8423423171043396,0.3580925762653351,0.8928571343421936,0.3901112377643585,"512_[512, 256, 128]_0.05_Adam_0.01_0"
0.8876404762268066,0.32079753279685974,0.8918918967247009,0.30397847294807434,"512_[512, 256, 128]_0.05_Adam_0.01_1"
0.8943819999694824,0.25567665696144104,0.9099099040031433,0.44591715931892395,"512_[512, 256, 128]_0.05_Adam_0.01_2"
0.8764045238494873,0.3498063087463379,0.9459459185600281,0.21218951046466827,"512_[512, 256, 128]_0.05_Adam_0.01_3"
0.8943819999694824,0.3014388382434845,0.9009009003639221,0.36939847469329834,"512_[512, 256, 128]_0.05_Adam_0.01_4"
0.8738738894462585,0.34333091974258423,0.8839285969734192,0.36060506105422974,"512_[512, 256, 128]_0.1_Adam_0.01_0"
0.9078651666641235,0.27773427963256836,0.8918918967247009,0.29580315947532654,"512_[512, 256, 128]_0.1_Adam_0.01_1"
0.8831460475921631,0.2963058352470398,0.9009009003639221,0.3913983106613159,"512_[512, 256, 128]_0.1_Adam_0.01_2"
0.8808988928794861,0.3189622163772583,0.9459459185600281,0.23827078938484192,"512_[512, 256, 128]_0.1_Adam_0.01_3"
0.8741573095321655,0.3423900008201599,0.8918918967247009,0.3502407968044281,"512_[512, 256, 128]_0.1_Adam_0.01_4"
0.8716216087341309,0.37128540873527527,0.8928571343421936,0.378706157207489,"512_[512, 256, 128]_0.15000000000000002_Adam_0.01_0"
0.8966292142868042,0.29868099093437195,0.8828828930854797,0.3156048655509949,"512_[512, 256, 128]_0.15000000000000002_Adam_0.01_1"
0.8898876309394836,0.23676788806915283,0.9009009003639221,0.7259579300880432,"512_[512, 256, 128]_0.15000000000000002_Adam_0.01_2"
0.8629213571548462,0.36091887950897217,0.9279279112815857,0.24127477407455444,"512_[512, 256, 128]_0.15000000000000002_Adam_0.01_3"
0.9033707976341248,0.2569589614868164,0.9009009003639221,0.43281224370002747,"512_[512, 256, 128]_0.15000000000000002_Adam_0.01_4"
0.8085585832595825,0.41136693954467773,0.8839285969734192,0.3815687298774719,"512_[512, 256, 128]_0.2_Adam_0.01_0"
0.8314606547355652,0.42253777384757996,0.8828828930854797,0.3545010983943939,"512_[512, 256, 128]_0.2_Adam_0.01_1"
0.8966292142868042,0.25488966703414917,0.9009009003639221,0.45689845085144043,"512_[512, 256, 128]_0.2_Adam_0.01_2"
0.8741573095321655,0.33198118209838867,0.9459459185600281,0.20606160163879395,"512_[512, 256, 128]_0.2_Adam_0.01_3"
0.8786516785621643,0.3324911296367645,0.9099099040031433,0.35520222783088684,"512_[512, 256, 128]_0.2_Adam_0.01_4"
0.8445945978164673,0.38048800826072693,0.8839285969734192,0.40354734659194946,"512_[512, 256, 128]_0.05_Adam_0.001_0"
0.8516854047775269,0.40419867634773254,0.8828828930854797,0.3612632155418396,"512_[512, 256, 128]_0.05_Adam_0.001_1"
0.901123583316803,0.22920094430446625,0.9009009003639221,0.4460877478122711,"512_[512, 256, 128]_0.05_Adam_0.001_2"
0.8853932619094849,0.29144078493118286,0.9459459185600281,0.20572909712791443,"512_[512, 256, 128]_0.05_Adam_0.001_3"
0.8808988928794861,0.3128255009651184,0.8918918967247009,0.33057722449302673,"512_[512, 256, 128]_0.05_Adam_0.001_4"
0.9031531810760498,0.30465593934059143,0.8839285969734192,0.3705482482910156,"512_[512, 256, 128]_0.1_Adam_0.001_0"
0.8876404762268066,0.3155428469181061,0.8738738894462585,0.30217522382736206,"512_[512, 256, 128]_0.1_Adam_0.001_1"
0.8943819999694824,0.2805924117565155,0.9099099040031433,0.4091898798942566,"512_[512, 256, 128]_0.1_Adam_0.001_2"
0.8898876309394836,0.26990175247192383,0.9369369149208069,0.19687458872795105,"512_[512, 256, 128]_0.1_Adam_0.001_3"
0.8764045238494873,0.33384811878204346,0.9009009003639221,0.3306604325771332,"512_[512, 256, 128]_0.1_Adam_0.001_4"
0.8761261105537415,0.3498196303844452,0.8928571343421936,0.39315393567085266,"512_[512, 256, 128]_0.15000000000000002_Adam_0.001_0"
0.8786516785621643,0.33306223154067993,0.8738738894462585,0.3037363886833191,"512_[512, 256, 128]_0.15000000000000002_Adam_0.001_1"
0.8853932619094849,0.2754451334476471,0.9099099040031433,0.3889748454093933,"512_[512, 256, 128]_0.15000000000000002_Adam_0.001_2"
0.8943819999694824,0.2828858494758606,0.9369369149208069,0.20431526005268097,"512_[512, 256, 128]_0.15000000000000002_Adam_0.001_3"
0.8853932619094849,0.32268667221069336,0.8828828930854797,0.35658422112464905,"512_[512, 256, 128]_0.15000000000000002_Adam_0.001_4"
0.8851351141929626,0.2921992242336273,0.8928571343421936,0.3857308328151703,"512_[512, 256, 128]_0.2_Adam_0.001_0"
0.867415726184845,0.355197012424469,0.8738738894462585,0.30342596769332886,"512_[512, 256, 128]_0.2_Adam_0.001_1"
0.8741573095321655,0.28623807430267334,0.9009009003639221,0.4091327488422394,"512_[512, 256, 128]_0.2_Adam_0.001_2"
0.8629213571548462,0.3632504940032959,0.9279279112815857,0.2613033652305603,"512_[512, 256, 128]_0.2_Adam_0.001_3"
0.8764045238494873,0.32498377561569214,0.8918918967247009,0.3452089726924896,"512_[512, 256, 128]_0.2_Adam_0.001_4"
0.8873873949050903,0.31612756848335266,0.8928571343421936,0.4028589427471161,"512_[512, 256, 128]_0.05_Adam_0.0001_0"
0.8853932619094849,0.31740620732307434,0.8828828930854797,0.333021879196167,"512_[512, 256, 128]_0.05_Adam_0.0001_1"
0.8786516785621643,0.27057895064353943,0.8828828930854797,0.37302055954933167,"512_[512, 256, 128]_0.05_Adam_0.0001_2"
0.8966292142868042,0.2547859251499176,0.9279279112815857,0.21913515031337738,"512_[512, 256, 128]_0.05_Adam_0.0001_3"
0.8898876309394836,0.2832246422767639,0.8918918967247009,0.33837583661079407,"512_[512, 256, 128]_0.05_Adam_0.0001_4"
0.9144144058227539,0.2355937957763672,0.8928571343421936,0.36879903078079224,"512_[512, 256, 128]_0.1_Adam_0.0001_0"
0.8741573095321655,0.3231748640537262,0.8738738894462585,0.3292721211910248,"512_[512, 256, 128]_0.1_Adam_0.0001_1"
