
(30, 31), 3, 3, 0.05
(30, 31), 3, 3, 0.25
(30, 31), 3, 3, 0.45
(30, 31), 3, 3, 0.65
(30, 31), 3, 3, 0.85
(30, 31), 3, 3, 1.05
(30, 31), 3, 11, 0.05
(30, 31), 3, 11, 0.25
(30, 31), 3, 11, 0.45
(30, 31), 3, 11, 0.65
(30, 31), 3, 11, 0.85
(30, 31), 3, 11, 1.05
(30, 31), 3, 20, 0.05
(30, 31), 3, 20, 0.25
(30, 31), 3, 20, 0.45
(30, 31), 3, 20, 0.65
(30, 31), 3, 20, 0.85
(30, 31), 3, 20, 1.05
(30, 31), 11, 3, 0.05
(30, 31), 11, 3, 0.25
(30, 31), 11, 3, 0.45
(30, 31), 11, 3, 0.65
(30, 31), 11, 3, 0.85
(30, 31), 11, 3, 1.05
(30, 31), 11, 11, 0.05
(30, 31), 11, 11, 0.25
(30, 31), 11, 11, 0.45
(30, 31), 11, 11, 0.65
(30, 31), 11, 11, 0.85
(30, 31), 11, 11, 1.05
(30, 31), 11, 20, 0.05
(30, 31), 11, 20, 0.25
(30, 31), 11, 20, 0.45
(30, 31), 11, 20, 0.65
(30, 31), 11, 20, 0.85
(30, 31), 11, 20, 1.05
(30, 31), 20, 3, 0.05
(30, 31), 20, 3, 0.25
(30, 31), 20, 3, 0.45
(30, 31), 20, 3, 0.65
(30, 31), 20, 3, 0.85
(30, 31), 20, 3, 1.05
(30, 31), 20, 11, 0.05
(30, 31), 20, 11, 0.25
(30, 31), 20, 11, 0.45
(30, 31), 20, 11, 0.65
(30, 31), 20, 11, 0.85
(30, 31), 20, 11, 1.05
(30, 31), 20, 20, 0.05
(30, 31), 20, 20, 0.25
(30, 31), 20, 20, 0.45
(30, 31), 20, 20, 0.65
(30, 31), 20, 20, 0.85
(30, 31), 20, 20, 1.05
(227, 228), 3, 3, 0.05
(227, 228), 3, 3, 0.25
(227, 228), 3, 3, 0.45
(227, 228), 3, 3, 0.65
(227, 228), 3, 3, 0.85
(227, 228), 3, 3, 1.05
(227, 228), 3, 11, 0.05
(227, 228), 3, 11, 0.25
(227, 228), 3, 11, 0.45
(227, 228), 3, 11, 0.65
(227, 228), 3, 11, 0.85
(227, 228), 3, 11, 1.05
(227, 228), 3, 20, 0.05
(227, 228), 3, 20, 0.25
(227, 228), 3, 20, 0.45
(227, 228), 3, 20, 0.65
(227, 228), 3, 20, 0.85
(227, 228), 3, 20, 1.05
(227, 228), 11, 3, 0.05
(227, 228), 11, 3, 0.25
(227, 228), 11, 3, 0.45
(227, 228), 11, 3, 0.65
(227, 228), 11, 3, 0.85
(227, 228), 11, 3, 1.05
(227, 228), 11, 11, 0.05
(227, 228), 11, 11, 0.25
(227, 228), 11, 11, 0.45
(227, 228), 11, 11, 0.65
(227, 228), 11, 11, 0.85
(227, 228), 11, 11, 1.05
(227, 228), 11, 20, 0.05
(227, 228), 11, 20, 0.25
(227, 228), 11, 20, 0.45
(227, 228), 11, 20, 0.65
(227, 228), 11, 20, 0.85
(227, 228), 11, 20, 1.05
(227, 228), 20, 3, 0.05
(227, 228), 20, 3, 0.25
(227, 228), 20, 3, 0.45
(227, 228), 20, 3, 0.65
(227, 228), 20, 3, 0.85
(227, 228), 20, 3, 1.05
(227, 228), 20, 11, 0.05
(227, 228), 20, 11, 0.25
(227, 228), 20, 11, 0.45
(227, 228), 20, 11, 0.65
(227, 228), 20, 11, 0.85
(227, 228), 20, 11, 1.05
(227, 228), 20, 20, 0.05
(227, 228), 20, 20, 0.25
(227, 228), 20, 20, 0.45
(227, 228), 20, 20, 0.65
(227, 228), 20, 20, 0.85
(227, 228), 20, 20, 1.05
(424, 424), 3, 3, 0.05
(424, 424), 3, 3, 0.25
(424, 424), 3, 3, 0.45
(424, 424), 3, 3, 0.65
(424, 424), 3, 3, 0.85
(424, 424), 3, 3, 1.05
(424, 424), 3, 11, 0.05
(424, 424), 3, 11, 0.25
(424, 424), 3, 11, 0.45
(424, 424), 3, 11, 0.65
(424, 424), 3, 11, 0.85
(424, 424), 3, 11, 1.05
(424, 424), 3, 20, 0.05
(424, 424), 3, 20, 0.25
(424, 424), 3, 20, 0.45
(424, 424), 3, 20, 0.65
(424, 424), 3, 20, 0.85
(424, 424), 3, 20, 1.05
(424, 424), 11, 3, 0.05
(424, 424), 11, 3, 0.25
(424, 424), 11, 3, 0.45
(424, 424), 11, 3, 0.65
(424, 424), 11, 3, 0.85
(424, 424), 11, 3, 1.05
(424, 424), 11, 11, 0.05
(424, 424), 11, 11, 0.25
(424, 424), 11, 11, 0.45
(424, 424), 11, 11, 0.65
(424, 424), 11, 11, 0.85
(424, 424), 11, 11, 1.05
(424, 424), 11, 20, 0.05
(424, 424), 11, 20, 0.25
(424, 424), 11, 20, 0.45
(424, 424), 11, 20, 0.65
(424, 424), 11, 20, 0.85
(424, 424), 11, 20, 1.05
(424, 424), 20, 3, 0.05
(424, 424), 20, 3, 0.25
(424, 424), 20, 3, 0.45
(424, 424), 20, 3, 0.65
(424, 424), 20, 3, 0.85
(424, 424), 20, 3, 1.05
(424, 424), 20, 11, 0.05
(424, 424), 20, 11, 0.25
(424, 424), 20, 11, 0.45
(424, 424), 20, 11, 0.65
(424, 424), 20, 11, 0.85
(424, 424), 20, 11, 1.05
(424, 424), 20, 20, 0.05
(424, 424), 20, 20, 0.25
(424, 424), 20, 20, 0.45
(424, 424), 20, 20, 0.65
(424, 424), 20, 20, 0.85
(424, 424), 20, 20, 1.05
