train_accuracy,train_loss,val_accuracy,val_loss,average_val_accuracy,average_val_loss,name
0.3459915518760681,1.3307242393493652,0.7053571343421936,1.0458580255508423,0.7176479935646057,1.0202221989631652,"512_[512, 256, 128]_0.05_Adam_sparse_categorical_crossentropy_0.1_0"
0.2932489514350891,67.5799331665039,0.7117117047309875,1.0508593320846558,0.7176479935646057,1.0202221989631652,"512_[512, 256, 128]_0.05_Adam_sparse_categorical_crossentropy_0.1_1"
0.33438819646835327,10.449131965637207,0.7387387156486511,0.9536888003349304,0.7176479935646057,1.0202221989631652,"512_[512, 256, 128]_0.05_Adam_sparse_categorical_crossentropy_0.1_2"
0.33016878366470337,1.1051307916641235,0.7117117047309875,1.0360239744186401,0.7176479935646057,1.0202221989631652,"512_[512, 256, 128]_0.05_Adam_sparse_categorical_crossentropy_0.1_3"
0.3364979028701782,46.784236907958984,0.7207207083702087,1.0146808624267578,0.7176479935646057,1.0202221989631652,"512_[512, 256, 128]_0.05_Adam_sparse_categorical_crossentropy_0.1_4"
0.32278481125831604,9.783454895019531,0.7053571343421936,0.911312997341156,0.7104407906532287,1.0227127194404602,"512_[512, 256, 128]_0.1_Adam_sparse_categorical_crossentropy_0.1_0"
0.324894517660141,1.1186423301696777,0.7117117047309875,1.0076725482940674,0.7104407906532287,1.0227127194404602,"512_[512, 256, 128]_0.1_Adam_sparse_categorical_crossentropy_0.1_1"
0.32278481125831604,1.1407570838928223,0.7117117047309875,1.0717865228652954,0.7104407906532287,1.0227127194404602,"512_[512, 256, 128]_0.1_Adam_sparse_categorical_crossentropy_0.1_2"
0.3291139304637909,1.185075283050537,0.7117117047309875,1.0327030420303345,0.7104407906532287,1.0227127194404602,"512_[512, 256, 128]_0.1_Adam_sparse_categorical_crossentropy_0.1_3"
0.3322784900665283,1.0997196435928345,0.7117117047309875,1.0900884866714478,0.7104407906532287,1.0227127194404602,"512_[512, 256, 128]_0.1_Adam_sparse_categorical_crossentropy_0.1_4"
0.3154008388519287,1.1075137853622437,0.7053571343421936,1.0025173425674438,0.7104407906532287,1.0294603943824767,"512_[512, 256, 128]_0.15000000000000002_Adam_sparse_categorical_crossentropy_0.1_0"
0.3154008388519287,25.755022048950195,0.7117117047309875,1.0748120546340942,0.7104407906532287,1.0294603943824767,"512_[512, 256, 128]_0.15000000000000002_Adam_sparse_categorical_crossentropy_0.1_1"
0.34071728587150574,31.64527130126953,0.7117117047309875,1.0484275817871094,0.7104407906532287,1.0294603943824767,"512_[512, 256, 128]_0.15000000000000002_Adam_sparse_categorical_crossentropy_0.1_2"
0.3037974536418915,40.12251663208008,0.7117117047309875,1.0369200706481934,0.7104407906532287,1.0294603943824767,"512_[512, 256, 128]_0.15000000000000002_Adam_sparse_categorical_crossentropy_0.1_3"
0.3164556920528412,1.1128510236740112,0.7117117047309875,0.9846249222755432,0.7104407906532287,1.0294603943824767,"512_[512, 256, 128]_0.15000000000000002_Adam_sparse_categorical_crossentropy_0.1_4"
0.3111814260482788,1.2273861169815063,0.7053571343421936,0.9848522543907166,0.7104407906532287,1.024855411052704,"512_[512, 256, 128]_0.2_Adam_sparse_categorical_crossentropy_0.1_0"
0.35654008388519287,1.10362708568573,0.7117117047309875,1.004614233970642,0.7104407906532287,1.024855411052704,"512_[512, 256, 128]_0.2_Adam_sparse_categorical_crossentropy_0.1_1"
0.3386076092720032,14.70390510559082,0.7117117047309875,1.00803804397583,0.7104407906532287,1.024855411052704,"512_[512, 256, 128]_0.2_Adam_sparse_categorical_crossentropy_0.1_2"
0.3364979028701782,46.02640151977539,0.7117117047309875,1.0813182592391968,0.7104407906532287,1.024855411052704,"512_[512, 256, 128]_0.2_Adam_sparse_categorical_crossentropy_0.1_3"
0.3333333432674408,1.1056405305862427,0.7117117047309875,1.0454542636871338,0.7104407906532287,1.024855411052704,"512_[512, 256, 128]_0.2_Adam_sparse_categorical_crossentropy_0.1_4"
0.6835442781448364,0.661541759967804,0.625,0.7997540831565857,0.6745495557785034,0.9941269040107727,"512_[512, 256, 128]_0.05_Adam_sparse_categorical_crossentropy_0.01_0"
0.5759493708610535,0.9270434379577637,0.6666666865348816,0.852203905582428,0.6745495557785034,0.9941269040107727,"512_[512, 256, 128]_0.05_Adam_sparse_categorical_crossentropy_0.01_1"
0.7415611743927002,0.612497866153717,0.6036036014556885,1.071745753288269,0.6745495557785034,0.9941269040107727,"512_[512, 256, 128]_0.05_Adam_sparse_categorical_crossentropy_0.01_2"
0.47046414017677307,1.013365626335144,0.7747747898101807,0.8809261918067932,0.6745495557785034,0.9941269040107727,"512_[512, 256, 128]_0.05_Adam_sparse_categorical_crossentropy_0.01_3"
0.8396624326705933,0.3898440897464752,0.7027027010917664,1.3660045862197876,0.6745495557785034,0.9941269040107727,"512_[512, 256, 128]_0.05_Adam_sparse_categorical_crossentropy_0.01_4"
0.6413502097129822,0.8136547803878784,0.7142857313156128,0.8058465123176575,0.6888030886650085,1.0476315379142762,"512_[512, 256, 128]_0.1_Adam_sparse_categorical_crossentropy_0.01_0"
0.4335443079471588,1.094605565071106,0.684684693813324,0.828659176826477,0.6888030886650085,1.0476315379142762,"512_[512, 256, 128]_0.1_Adam_sparse_categorical_crossentropy_0.01_1"
0.7932489514350891,0.47423845529556274,0.630630612373352,1.1473199129104614,0.6888030886650085,1.0476315379142762,"512_[512, 256, 128]_0.1_Adam_sparse_categorical_crossentropy_0.01_2"
